"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"99";"Dont4Get_iM2Good";"-894906954";"1700060137";"1700000093";"114";"5110";"86";"33";"2.6060605";"0.9994091";"6";"7";"0.85714287";"-1.0507714E7";"104";"5";"-894907063";"0";"8.06936";"1.0863191";"141.27364";"0";"0"
"100";"THE_TW2N";"1694491920";"1694462874";"12077";"22069";"1457017";"71275";"13222";"5.390637";"0.14304759";"578";"1238";"0.46688208";"69779.22";"1847";"1998000277";"-303514916";"4094";"1828.7646";"821.64655";"15403.682";"124";"494"
"101";"levelobest";"1935286389";"1619801580";"315452357";"36060";"1429498";"24770";"8247";"3.0035164";"0.16800769";"832";"1385";"0.600722";"81229.34";"284";"8722";"1935261037";"7944";"1413.2012";"372.4687";"17784.87";"7505";"897"
"102";"YourNotGoodEnoug";"1603364442";"1603356066";"5699";"4015";"188806";"6138";"1862";"3.2964554";"0.15877257";"91";"224";"0.40625";"509527.62";"366";"138";"1603363554";"0";"268.50394";"19.765575";"4443.336";"74";"310"
"103";"strker1979";"1601795396";"1601786653";"3394";"5914";"469124";"3036";"6781";"0.44772157";"0.9833847";"293";"627";"0.46730462";"204866.36";"137";"8";"1601795068";"19";"669.9105";"984.4549";"2327.6135";"145";"19"
"104";"smbuck";"1201752453";"1501671403";"-99969566";"-99938151";"4063001";"25067";"57371";"0.43692806";"0.18661736";"1504";"2205";"0.68208617";"17746.771";"623";"609";"1201748761";"2227";"8334.659";"8375.779";"6659.7725";"168";"65"
"105";"NickTrott";"1199160494";"1498760616";"-99895654";"-99687736";"13959137";"82290";"96701";"0.8509736";"0.15888013";"7454";"13558";"0.5497861";"5154.303";"5609";"8592";"1198705760";"416402";"20233.953";"9817.696";"71992.41";"3539";"20592"
"106";"Patholololol";"2576981190";"1431655890";"2576980491";"653";"-286317015";"1986432610";"858994126";"2.3125103";"0.9999926";"26";"14";"1.8571428";"0.0";"0";"0";"2576981190";"0";"13.952278";"2.2887484E-28";"12.108629";"0";"0"
"107";"notorious155";"-2495470057";"1399402371";"600048694";"-99951035";"2147342";"-899982670";"1100011290";"-0.8181577";"0.13015135";"813";"2021";"0.4022761";"-69727.23";"1321";"476";"-2495473778";"430";"1540.8745";"139.64728";"75822.1";"664";"830"
"108";"OopsIJustModded";"1300000053";"1300000027";"0";"26";"124";"0";"0";"0.0";"0.0";"2";"0";"2.0";"6.2903226E8";"0";"0";"1300000053";"0";"0.09697317";"0.0";"0.3553152";"0";"0"
